OBJECT_ID,TOP_TRAFFIC_ACCIDENT_OFFENSE,DRIVER_ACTION
144208,ACCIDENT,FAILED TO YIELD ROW
138838,ACCIDENT,FAILED TO STOP AT SIGNAL
144209,ACCIDENT,FAILED TO YIELD ROW
144210,HIT & RUN,  
144211,ACCIDENT,LANE VIOLATION
138011,HIT & RUN,IMPROPER PASSING ON LEFT
144212,ACCIDENT,FOLLOWED TOO CLOSELY
144213,ACCIDENT,OTHER
144214,ACCIDENT,LANE VIOLATION
144619,ACCIDENT,FAILED TO YIELD ROW
144620,ACCIDENT,FAILED TO YIELD ROW
139201,ACCIDENT,FOLLOWED TOO CLOSELY
144621,ACCIDENT,FOLLOWED TOO CLOSELY
144622,ACCIDENT,FOLLOWED TOO CLOSELY
144642,HIT & RUN,FOLLOWED TOO CLOSELY
144624,HIT & RUN,CARELESS DRIVING
138839,ACCIDENT,FAILED TO YIELD ROW
144623,ACCIDENT,OTHER
139202,ACCIDENT,CARELESS DRIVING
144625,ACCIDENT,FOLLOWED TOO CLOSELY
144626,ACCIDENT,FOLLOWED TOO CLOSELY
144628,ACCIDENT,OTHER
144629,ACCIDENT,LANE VIOLATION
144631,HIT & RUN,CARELESS DRIVING
144638,ACCIDENT,CARELESS DRIVING
144632,ACCIDENT,OTHER
144633,HIT & RUN,CARELESS DRIVING
144635,ACCIDENT,CARELESS DRIVING
144636,HIT & RUN,CARELESS DRIVING
144637,ACCIDENT,FAILED TO YIELD ROW
144645,HIT & RUN,IMPEDED TRAFFIC
139881,HIT & RUN,OTHER
144639,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
144640,ACCIDENT,FOLLOWED TOO CLOSELY
139204,ACCIDENT,FOLLOWED TOO CLOSELY
139205,ACCIDENT,FOLLOWED TOO CLOSELY
144641,ACCIDENT,LANE VIOLATION
144643,HIT & RUN,CARELESS DRIVING
144644,DUI/DUID,FAILED TO STOP AT SIGNAL
134897,ACCIDENT,IMPROPER BACKING
145047,HIT & RUN,FOLLOWED TOO CLOSELY
145048,ACCIDENT,CARELESS DRIVING
145049,DUI/DUID,CARELESS DRIVING
145050,ACCIDENT,OTHER
134898,HIT & RUN,CARELESS DRIVING
145051,ACCIDENT,OTHER
145052,HIT & RUN,CARELESS DRIVING
145053,DUI/DUID,CARELESS DRIVING
145054,HIT & RUN,  
145055,SBI,DISREGARD STOP SIGN
145056,ACCIDENT,FAILED TO YIELD ROW
145057,ACCIDENT,FAILED TO STOP AT SIGNAL
145058,ACCIDENT,FOLLOWED TOO CLOSELY
134899,HIT & RUN,LANE VIOLATION
145059,HIT & RUN,CARELESS DRIVING
139582,ACCIDENT,  
145060,DUI/DUID,CARELESS DRIVING
145061,ACCIDENT,IMPROPER TURN
145063,HIT & RUN,  
134900,ACCIDENT,LANE VIOLATION
145503,HIT & RUN,IMPROPER BACKING
145496,HIT & RUN,CARELESS DRIVING
145064,ACCIDENT,  
145065,DUI/DUID,CARELESS DRIVING
145066,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
145067,ACCIDENT,OTHER
145068,ACCIDENT,CARELESS DRIVING
145070,HIT & RUN,LANE VIOLATION
145069,ACCIDENT,EXCEED SAFE/POSTED SPEED
134901,HIT & RUN,CARELESS DRIVING
145499,HIT & RUN,  
145072,HIT & RUN,  
145071,HIT & RUN,CARELESS DRIVING
145073,HIT & RUN,  
134902,ACCIDENT,FAILED TO STOP AT SIGNAL
145486,ACCIDENT,CARELESS DRIVING
145074,ACCIDENT,FAILED TO STOP AT SIGNAL
145485,HIT & RUN,CARELESS DRIVING
145487,HIT & RUN,CARELESS DRIVING
138840,HIT & RUN,DISREGARD STOP SIGN
136079,ACCIDENT,FAILED TO YIELD ROW
145488,ACCIDENT,  
145489,ACCIDENT,FOLLOWED TOO CLOSELY
145490,ACCIDENT,LANE VIOLATION
145491,HIT & RUN,CARELESS DRIVING
136080,ACCIDENT,  
145492,ACCIDENT,  
145494,ACCIDENT,FAILED TO YIELD ROW
145493,ACCIDENT,FAILED TO YIELD ROW
145495,ACCIDENT,IMPROPER PASSING ON RIGHT
136081,ACCIDENT,CARELESS DRIVING
145497,HIT & RUN,LANE VIOLATION
145498,ACCIDENT,LANE VIOLATION
145500,ACCIDENT,FOLLOWED TOO CLOSELY
136082,ACCIDENT,LANE VIOLATION
145501,SBI,RECKLESS DRIVING
145502,ACCIDENT,FOLLOWED TOO CLOSELY
145504,ACCIDENT,FOLLOWED TOO CLOSELY
145505,ACCIDENT,OTHER
136083,ACCIDENT,FOLLOWED TOO CLOSELY
145506,ACCIDENT,FOLLOWED TOO CLOSELY
145942,HIT & RUN,IMPROPER BACKING
145508,ACCIDENT,CARELESS DRIVING
145507,HIT & RUN,LANE VIOLATION
145509,ACCIDENT,FOLLOWED TOO CLOSELY
145511,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
145917,ACCIDENT,DISREGARD STOP SIGN
137633,ACCIDENT,FOLLOWED TOO CLOSELY
145919,ACCIDENT,FAILED TO YIELD ROW
145924,HIT & RUN,FOLLOWED TOO CLOSELY
145920,ACCIDENT,FAILED TO YIELD ROW
145921,HIT & RUN,FOLLOWED TOO CLOSELY
145922,HIT & RUN,FOLLOWED TOO CLOSELY
145923,ACCIDENT,FAILED TO YIELD ROW
145925,HIT & RUN,CARELESS DRIVING
137634,ACCIDENT,CARELESS DRIVING
145926,HIT & RUN,IMPROPER BACKING
145927,DUI/DUID,FOLLOWED TOO CLOSELY
141653,HIT & RUN,CARELESS DRIVING
145928,DUI/DUID,CARELESS DRIVING
137635,ACCIDENT,  
145930,HIT & RUN,CARELESS DRIVING
145929,DUI/DUID,CARELESS DRIVING
145931,HIT & RUN,  
145932,ACCIDENT,IMPROPER BACKING
145933,ACCIDENT,  
137636,POLICE,  
145934,POLICE,  
137637,HIT & RUN,  
146371,HIT & RUN,IMPROPER BACKING
145935,ACCIDENT,CARELESS DRIVING
145936,DUI/DUID,CARELESS DRIVING
145937,HIT & RUN,DISREGARDED OTHER DEVICE
145938,DUI/DUID,CARELESS DRIVING
138841,HIT & RUN,CARELESS DRIVING
145940,ACCIDENT,CARELESS DRIVING
145939,DUI/DUID,CARELESS DRIVING
145941,DUI/DUID,CARELESS DRIVING
137638,HIT & RUN,CARELESS DRIVING
145943,ACCIDENT,FAILED TO YIELD ROW
146349,ACCIDENT,IMPROPER BACKING
146350,HIT & RUN,  
146351,ACCIDENT,FOLLOWED TOO CLOSELY
146353,HIT & RUN,IMPROPER BACKING
146354,ACCIDENT,IMPROPER BACKING
146355,HIT & RUN,CARELESS DRIVING
146358,HIT & RUN,RECKLESS DRIVING
146357,HIT & RUN,IMPROPER PASSING ON LEFT
146356,ACCIDENT,OTHER
146779,HIT & RUN,CARELESS DRIVING
138832,ACCIDENT,FOLLOWED TOO CLOSELY
146359,ACCIDENT,FAILED TO YIELD ROW
146360,ACCIDENT,FOLLOWED TOO CLOSELY
146802,HIT & RUN,CARELESS DRIVING
146361,HIT & RUN,IMPROPER BACKING
138833,HIT & RUN,CARELESS DRIVING
138842,ACCIDENT,FOLLOWED TOO CLOSELY
146362,ACCIDENT,FAILED TO YIELD ROW
146363,ACCIDENT,CARELESS DRIVING
146364,ACCIDENT,CARELESS DRIVING
138834,HIT & RUN,OTHER IMPROPER TURNS
146365,DUI/DUID,FAILED TO STOP AT SIGNAL
146366,SBI,  
146368,HIT & RUN,IMPROPER BACKING
146367,ACCIDENT,FAILED TO YIELD ROW
146369,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
146370,HIT & RUN,IMPROPER BACKING
138835,ACCIDENT,FAILED TO YIELD ROW
146372,ACCIDENT,FAILED TO YIELD ROW
146777,HIT & RUN,IMPROPER TURN
146374,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
146778,HIT & RUN,CARELESS DRIVING
146780,ACCIDENT,DISREGARD STOP SIGN
146781,ACCIDENT,FAILED TO YIELD ROW
134125,HIT & RUN,FOLLOWED TOO CLOSELY
146782,ACCIDENT,OTHER
146783,ACCIDENT,LANE VIOLATION
146785,ACCIDENT,EXCEED SAFE/POSTED SPEED
146786,ACCIDENT,FAILED TO STOP AT SIGNAL
146787,DUI/DUID,CARELESS DRIVING
141671,HIT & RUN,CARELESS DRIVING
146788,HIT & RUN,FOLLOWED TOO CLOSELY
134126,HIT & RUN,CARELESS DRIVING
146790,ACCIDENT,CARELESS DRIVING
146789,ACCIDENT,CARELESS DRIVING
146791,HIT & RUN,CARELESS DRIVING
134127,HIT & RUN,  
146792,HIT & RUN,CARELESS DRIVING
146793,SBI,  
146794,HIT & RUN,LANE VIOLATION
146795,ACCIDENT,  
146796,ACCIDENT,  
138359,HIT & RUN,RECKLESS DRIVING
134128,ACCIDENT,FOLLOWED TOO CLOSELY
146797,ACCIDENT,LANE VIOLATION
138843,ACCIDENT,LANE VIOLATION
146798,ACCIDENT,FOLLOWED TOO CLOSELY
146799,ACCIDENT,LANE VIOLATION
146800,HIT & RUN,LANE VIOLATION
134129,ACCIDENT,FAILED TO YIELD ROW
146801,ACCIDENT,LANE VIOLATION
146803,HIT & RUN,IMPROPER PASSING ON LEFT
140349,ACCIDENT,DISREGARD STOP SIGN
140350,ACCIDENT,OTHER
140369,HIT & RUN,CARELESS DRIVING
140352,ACCIDENT,IMPROPER BACKING
140353,ACCIDENT,OTHER
140354,HIT & RUN,CARELESS DRIVING
140355,HIT & RUN,FOLLOWED TOO CLOSELY
140356,ACCIDENT,LANE VIOLATION
140357,HIT & RUN,CARELESS DRIVING
140358,ACCIDENT,LANE VIOLATION
140359,ACCIDENT,FAILED TO STOP AT SIGNAL
138360,HIT & RUN,  
138358,HIT & RUN,FOLLOWED TOO CLOSELY
140361,ACCIDENT,OTHER
140360,ACCIDENT,FAILED TO YIELD ROW
141223,ACCIDENT,IMPROPER BACKING
140362,HIT & RUN,FAILED TO YIELD ROW
140363,ACCIDENT,FOLLOWED TOO CLOSELY
140365,HIT & RUN,CARELESS DRIVING
140364,ACCIDENT,IMPROPER BACKING
138844,ACCIDENT,FAILED TO YIELD ROW
140366,HIT & RUN,CARELESS DRIVING
140367,ACCIDENT,FOLLOWED TOO CLOSELY
138361,ACCIDENT,CARELESS DRIVING
140368,ACCIDENT,FAILED TO YIELD ROW
140370,HIT & RUN,FAILED TO YIELD ROW
140371,ACCIDENT,EXCEED SAFE/POSTED SPEED
138362,HIT & RUN,  
140786,ACCIDENT,FAILED TO YIELD ROW
140373,HIT & RUN,  
139925,HIT & RUN,LANE VIOLATION
134853,HIT & RUN,IMPROPER BACKING
140375,ACCIDENT,FAILED TO YIELD ROW
140779,ACCIDENT,LANE VIOLATION
140780,ACCIDENT,FAILED TO YIELD ROW
140781,ACCIDENT,FAILED TO YIELD ROW
139553,ACCIDENT,LANE VIOLATION
140782,ACCIDENT,OTHER
140796,HIT & RUN,LANE VIOLATION
140783,ACCIDENT,CARELESS DRIVING
140784,ACCIDENT,CARELESS DRIVING
139554,ACCIDENT,DISREGARD STOP SIGN
140787,ACCIDENT,OTHER
140788,ACCIDENT,FOLLOWED TOO CLOSELY
140792,ACCIDENT,LANE VIOLATION
138845,ACCIDENT,FOLLOWED TOO CLOSELY
140789,HIT & RUN,DISREGARD STOP SIGN
140790,ACCIDENT,FAILED TO STOP AT SIGNAL
139555,ACCIDENT,OTHER IMPROPER TURNS
140791,ACCIDENT,FAILED TO YIELD ROW
140793,ACCIDENT,FAILED TO YIELD ROW
140795,ACCIDENT,LANE VIOLATION
140794,DUI/DUID,CARELESS DRIVING
140797,HIT & RUN,CARELESS DRIVING
140798,ACCIDENT,IMPROPER TURN
140800,ACCIDENT,LANE VIOLATION
140801,ACCIDENT,DISREGARD STOP SIGN
139926,ACCIDENT,FOLLOWED TOO CLOSELY
140802,ACCIDENT,FAILED TO YIELD ROW
140803,SBI,EXCEED SAFE/POSTED SPEED
140804,HIT & RUN,CARELESS DRIVING
140805,ACCIDENT,RECKLESS DRIVING
141209,HIT & RUN,  
141210,HIT & RUN,  
141211,HIT & RUN,  
141212,ACCIDENT,FOLLOWED TOO CLOSELY
134850,ACCIDENT,FOLLOWED TOO CLOSELY
141214,ACCIDENT,LANE VIOLATION
141213,ACCIDENT,FAILED TO YIELD ROW
141215,ACCIDENT,FAILED TO YIELD ROW
141216,ACCIDENT,FAILED TO STOP AT SIGNAL
141217,ACCIDENT,IMPROPER BACKING
141218,ACCIDENT,LANE VIOLATION
141219,ACCIDENT,FAILED TO YIELD ROW
141220,ACCIDENT,FOLLOWED TOO CLOSELY
141221,HIT & RUN,FOLLOWED TOO CLOSELY
141222,ACCIDENT,SIGNALING VIOLATION
141224,ACCIDENT,OTHER IMPROPER TURNS
141226,ACCIDENT,CARELESS DRIVING
141661,ACCIDENT,  
141227,ACCIDENT,CARELESS DRIVING
141228,ACCIDENT,CARELESS DRIVING
141229,ACCIDENT,CARELESS DRIVING
141230,ACCIDENT,FAILED TO YIELD ROW
134854,HIT & RUN,CARELESS DRIVING
141231,ACCIDENT,DISREGARD STOP SIGN
141232,HIT & RUN,  
141233,HIT & RUN,OTHER
142936,HIT & RUN,OTHER
143378,HIT & RUN,  
141234,ACCIDENT,FOLLOWED TOO CLOSELY
141235,ACCIDENT,FAILED TO YIELD ROW
134855,ACCIDENT,  
141638,HIT & RUN,CARELESS DRIVING
141639,ACCIDENT,CARELESS DRIVING
141640,ACCIDENT,OTHER
136032,HIT & RUN,FAILED TO YIELD ROW
141641,ACCIDENT,LANE VIOLATION
141642,ACCIDENT,FOLLOWED TOO CLOSELY
141643,HIT & RUN,IMPROPER PASSING ON LEFT
138846,HIT & RUN,  
141644,ACCIDENT,FOLLOWED TOO CLOSELY
136033,ACCIDENT,FAILED TO STOP AT SIGNAL
141645,ACCIDENT,FAILED TO YIELD ROW
141647,ACCIDENT,FAILED TO YIELD ROW
141648,ACCIDENT,FAILED TO YIELD ROW
141649,ACCIDENT,FAILED TO STOP AT SIGNAL
136034,ACCIDENT,FOLLOWED TOO CLOSELY
141651,HIT & RUN,  
141652,ACCIDENT,FOLLOWED TOO CLOSELY
141650,ACCIDENT,RECKLESS DRIVING
136035,ACCIDENT,CARELESS DRIVING
141654,ACCIDENT,FAILED TO YIELD ROW
141655,ACCIDENT,FOLLOWED TOO CLOSELY
141656,ACCIDENT,FAILED TO YIELD ROW
141657,HIT & RUN,  
141658,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
141662,ACCIDENT,CARELESS DRIVING
141659,ACCIDENT,DISREGARD STOP SIGN
141660,POLICE,IMPROPER BACKING
136036,ACCIDENT,DISREGARD STOP SIGN
141663,ACCIDENT,CARELESS DRIVING
141664,ACCIDENT,CARELESS DRIVING
142065,ACCIDENT,FOLLOWED TOO CLOSELY
142066,ACCIDENT,FAILED TO YIELD ROW
142067,ACCIDENT,FAILED TO YIELD ROW
142068,ACCIDENT,  
142069,ACCIDENT,OTHER
142070,HIT & RUN,  
137585,HIT & RUN,CARELESS DRIVING
142071,ACCIDENT,FOLLOWED TOO CLOSELY
142072,HIT & RUN,DISREGARD STOP SIGN
142073,HIT & RUN,  
142074,ACCIDENT,FAILED TO YIELD ROW
142075,DUI/DUID,CARELESS DRIVING
138848,ACCIDENT,CARELESS DRIVING
137584,ACCIDENT,FOLLOWED TOO CLOSELY
142076,ACCIDENT,CARELESS DRIVING
142077,DUI/DUID,CARELESS DRIVING
142078,ACCIDENT,OTHER
142079,ACCIDENT,DISREGARD STOP SIGN
142080,DUI/DUID,CARELESS DRIVING
137586,ACCIDENT,FAILED TO STOP AT SIGNAL
142084,ACCIDENT,RECKLESS DRIVING
142083,ACCIDENT,FAILED TO STOP AT SIGNAL
142085,HIT & RUN,CARELESS DRIVING
142086,HIT & RUN,FOLLOWED TOO CLOSELY
137587,HIT & RUN,LANE VIOLATION
142087,HIT & RUN,CARELESS DRIVING
142088,ACCIDENT,FOLLOWED TOO CLOSELY
142089,ACCIDENT,OTHER
142090,ACCIDENT,OTHER
142091,ACCIDENT,FAILED TO YIELD ROW
142495,ACCIDENT,FOLLOWED TOO CLOSELY
142496,HIT & RUN,FAILED TO YIELD ROW
142497,ACCIDENT,FOLLOWED TOO CLOSELY
143371,HIT & RUN,CARELESS DRIVING
142498,ACCIDENT,IMPROPER TURN
142499,ACCIDENT,FAILED TO YIELD ROW
142516,HIT & RUN,  
138774,ACCIDENT,FOLLOWED TOO CLOSELY
142500,ACCIDENT,FAILED TO YIELD ROW
142501,ACCIDENT,FOLLOWED TOO CLOSELY
142502,ACCIDENT,DISREGARD STOP SIGN
142503,ACCIDENT,IMPROPER BACKING
138775,ACCIDENT,FAILED TO YIELD ROW
142504,ACCIDENT,OTHER
142505,ACCIDENT,FAILED TO YIELD ROW
142506,ACCIDENT,CARELESS DRIVING
142507,ACCIDENT,FOLLOWED TOO CLOSELY
138776,ACCIDENT,  
142509,ACCIDENT,FAILED TO YIELD ROW
142510,ACCIDENT,FOLLOWED TOO CLOSELY
142511,ACCIDENT,RECKLESS DRIVING
142512,ACCIDENT,FOLLOWED TOO CLOSELY
142514,HIT & RUN,OTHER
142513,ACCIDENT,CARELESS DRIVING
137163,ACCIDENT,CARELESS DRIVING
138777,ACCIDENT,FOLLOWED TOO CLOSELY
142515,ACCIDENT,FOLLOWED TOO CLOSELY
138849,ACCIDENT,CARELESS DRIVING
142518,ACCIDENT,FAILED TO YIELD ROW
142517,HIT & RUN,CARELESS DRIVING
138778,ACCIDENT,OTHER
142519,ACCIDENT,CARELESS DRIVING
142520,HIT & RUN,OTHER
142925,ACCIDENT,IMPROPER TURN
142926,HIT & RUN,OTHER
142927,ACCIDENT,FAILED TO YIELD ROW
143358,HIT & RUN,OTHER
142928,ACCIDENT,FOLLOWED TOO CLOSELY
142929,ACCIDENT,CARELESS DRIVING
142941,HIT & RUN,OTHER
142930,ACCIDENT,OTHER
142931,ACCIDENT,FAILED TO YIELD ROW
142933,ACCIDENT,DISREGARD STOP SIGN
142932,HIT & RUN,OTHER
142934,ACCIDENT,FAILED TO YIELD ROW
142935,ACCIDENT,FOLLOWED TOO CLOSELY
139969,SBI,  
142937,ACCIDENT,FAILED TO YIELD ROW
142938,ACCIDENT,FOLLOWED TOO CLOSELY
142940,ACCIDENT,CARELESS DRIVING
139970,ACCIDENT,IMPROPER BACKING
142942,ACCIDENT,FOLLOWED TOO CLOSELY
142939,HIT & RUN,FOLLOWED TOO CLOSELY
142943,ACCIDENT,FOLLOWED TOO CLOSELY
142945,HIT & RUN,FAILED TO STOP AT SIGNAL
142944,HIT & RUN,  
134073,ACCIDENT,CARELESS DRIVING
142946,SBI,FAILED TO STOP AT SIGNAL
142947,ACCIDENT,FAILED TO YIELD ROW
136115,ACCIDENT,FAILED TO YIELD ROW
135275,HIT & RUN,CARELESS DRIVING
142948,HIT & RUN,IMPROPER BACKING
134074,DUI/DUID,CARELESS DRIVING
144216,HIT & RUN,  
145087,HIT & RUN,CARELESS DRIVING
142949,ACCIDENT,RECKLESS DRIVING
142950,HIT & RUN,RECKLESS DRIVING
138850,ACCIDENT,FAILED TO STOP AT SIGNAL
143354,ACCIDENT,FOLLOWED TOO CLOSELY
135271,ACCIDENT,FOLLOWED TOO CLOSELY
144653,HIT & RUN,IMPROPER BACKING
143355,ACCIDENT,FAILED TO YIELD ROW
143356,ACCIDENT,CARELESS DRIVING
143357,ACCIDENT,CARELESS DRIVING
135272,ACCIDENT,CARELESS DRIVING
143360,ACCIDENT,OTHER
143361,ACCIDENT,FOLLOWED TOO CLOSELY
143362,ACCIDENT,LANE VIOLATION
143359,ACCIDENT,FOLLOWED TOO CLOSELY
143363,HIT & RUN,OTHER
135273,ACCIDENT,FOLLOWED TOO CLOSELY
143364,ACCIDENT,FOLLOWED TOO CLOSELY
143367,ACCIDENT,FOLLOWED TOO CLOSELY
143365,ACCIDENT,FAILED TO YIELD ROW
143372,ACCIDENT,  
143366,ACCIDENT,  
143368,ACCIDENT,FAILED TO YIELD ROW
143369,ACCIDENT,FOLLOWED TOO CLOSELY
143370,ACCIDENT,FOLLOWED TOO CLOSELY
135274,HIT & RUN,  
143373,HIT & RUN,CARELESS DRIVING
143374,ACCIDENT,OTHER
143375,ACCIDENT,FAILED TO YIELD ROW
143376,ACCIDENT,FOLLOWED TOO CLOSELY
143787,ACCIDENT,FOLLOWED TOO CLOSELY
143377,ACCIDENT,CARELESS DRIVING
143379,ACCIDENT,FAILED TO YIELD ROW
143788,ACCIDENT,CARELESS DRIVING
143786,ACCIDENT,FAILED TO YIELD ROW
143380,HIT & RUN,  
136445,ACCIDENT,FOLLOWED TOO CLOSELY
143789,HIT & RUN,  
143790,SBI,FAILED TO STOP AT SIGNAL
145949,HIT & RUN,IMPROPER TURN
143791,ACCIDENT,FOLLOWED TOO CLOSELY
143792,ACCIDENT,CARELESS DRIVING
136446,ACCIDENT,OTHER
143793,ACCIDENT,IMPROPER TURN
143794,HIT & RUN,IMPROPER BACKING
143795,ACCIDENT,FAILED TO YIELD ROW
143796,HIT & RUN,RECKLESS DRIVING
143797,ACCIDENT,CARELESS DRIVING
136447,ACCIDENT,IMPROPER BACKING
143798,HIT & RUN,  
143799,ACCIDENT,FAILED TO STOP AT SIGNAL
143800,ACCIDENT,OTHER
143801,POLICE,FOLLOWED TOO CLOSELY
143809,HIT & RUN,IMPROPER BACKING
143802,ACCIDENT,FOLLOWED TOO CLOSELY
136448,ACCIDENT,RECKLESS DRIVING
143805,ACCIDENT,FAILED TO YIELD ROW
143803,ACCIDENT,FOLLOWED TOO CLOSELY
143806,ACCIDENT,OTHER
143807,ACCIDENT,FAILED TO YIELD ROW
136819,ACCIDENT,FOLLOWED TOO CLOSELY
143810,ACCIDENT,FAILED TO YIELD ROW
143811,ACCIDENT,FOLLOWED TOO CLOSELY
143812,ACCIDENT,FAILED TO YIELD ROW
143804,ACCIDENT,FOLLOWED TOO CLOSELY
136820,HIT & RUN,  
144215,ACCIDENT,CARELESS DRIVING
144217,ACCIDENT,FOLLOWED TOO CLOSELY
144219,HIT & RUN,  
138012,ACCIDENT,FOLLOWED TOO CLOSELY
144220,ACCIDENT,OTHER
138851,ACCIDENT,FOLLOWED TOO CLOSELY
144221,ACCIDENT,LANE VIOLATION
144222,ACCIDENT,CARELESS DRIVING
144223,ACCIDENT,FOLLOWED TOO CLOSELY
138014,HIT & RUN,CARELESS DRIVING
144224,HIT & RUN,CARELESS DRIVING
144225,ACCIDENT,CARELESS DRIVING
144226,HIT & RUN,FAILED TO STOP AT SIGNAL
144227,ACCIDENT,CARELESS DRIVING
144228,DUI/DUID,CARELESS DRIVING
144229,ACCIDENT,FAILED TO STOP AT SIGNAL
144230,FATAL,  
139885,ACCIDENT,CARELESS DRIVING
144231,SBI,FAILED TO YIELD ROW
138015,ACCIDENT,FOLLOWED TOO CLOSELY
144232,ACCIDENT,FAILED TO YIELD ROW
144233,ACCIDENT,CARELESS DRIVING
144234,ACCIDENT,FOLLOWED TOO CLOSELY
144236,ACCIDENT,FAILED TO YIELD ROW
138016,ACCIDENT,FOLLOWED TOO CLOSELY
144237,ACCIDENT,FAILED TO YIELD ROW
144238,ACCIDENT,  
144235,ACCIDENT,FOLLOWED TOO CLOSELY
144239,ACCIDENT,CARELESS DRIVING
144240,HIT & RUN,  
144241,ACCIDENT,FOLLOWED TOO CLOSELY
144655,HIT & RUN,CARELESS DRIVING
144646,ACCIDENT,FAILED TO YIELD ROW
144648,ACCIDENT,IMPROPER TURN
144647,ACCIDENT,FAILED TO STOP AT SIGNAL
139579,ACCIDENT,FAILED TO STOP AT SIGNAL
144650,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
144652,HIT & RUN,LANE VIOLATION
144654,ACCIDENT,FAILED TO YIELD ROW
139580,ACCIDENT,OTHER
144651,ACCIDENT,CARELESS DRIVING
144656,HIT & RUN,CARELESS DRIVING
144657,HIT & RUN,DISREGARDED OTHER DEVICE
144658,ACCIDENT,FOLLOWED TOO CLOSELY
144659,ACCIDENT,LANE VIOLATION
144660,ACCIDENT,CARELESS DRIVING
139581,ACCIDENT,FOLLOWED TOO CLOSELY
144661,ACCIDENT,RECKLESS DRIVING
145088,HIT & RUN,LANE VIOLATION
144662,ACCIDENT,FOLLOWED TOO CLOSELY
144663,ACCIDENT,FOLLOWED TOO CLOSELY
144665,HIT & RUN,CARELESS DRIVING
144666,ACCIDENT,OTHER
144667,ACCIDENT,CARELESS DRIVING
144671,HIT & RUN,CARELESS DRIVING
136847,ACCIDENT,OTHER
144668,ACCIDENT,IMPROPER TURN
144669,ACCIDENT,FOLLOWED TOO CLOSELY
144670,ACCIDENT,CARELESS DRIVING
139886,ACCIDENT,OTHER
138852,HIT & RUN,FOLLOWED TOO CLOSELY
145076,ACCIDENT,DISREGARD STOP SIGN
145078,ACCIDENT,OTHER
134903,ACCIDENT,FOLLOWED TOO CLOSELY
139583,ACCIDENT,LANE VIOLATION
145079,ACCIDENT,FOLLOWED TOO CLOSELY
145080,ACCIDENT,FOLLOWED TOO CLOSELY
145081,ACCIDENT,FAILED TO YIELD ROW
145075,ACCIDENT,FAILED TO YIELD ROW
145082,ACCIDENT,OTHER
145083,ACCIDENT,FOLLOWED TOO CLOSELY
145084,HIT & RUN,CARELESS DRIVING
145085,ACCIDENT,CARELESS DRIVING
134904,ACCIDENT,FOLLOWED TOO CLOSELY
145086,HIT & RUN,IMPROPER BACKING
145089,ACCIDENT,OTHER
145090,ACCIDENT,OTHER
145091,ACCIDENT,LANE VIOLATION
134905,ACCIDENT,FAILED TO YIELD ROW
145092,ACCIDENT,FAILED TO YIELD ROW
145093,HIT & RUN,CARELESS DRIVING
145094,ACCIDENT,LANE VIOLATION
145095,ACCIDENT,FOLLOWED TOO CLOSELY
134906,SBI,FAILED TO YIELD ROW
145096,HIT & RUN,LANE VIOLATION
145529,HIT & RUN,OTHER
145097,ACCIDENT,FOLLOWED TOO CLOSELY
145098,HIT & RUN,CARELESS DRIVING
145099,ACCIDENT,IMPROPER BACKING
145100,HIT & RUN,OTHER
145101,ACCIDENT,FOLLOWED TOO CLOSELY
134907,DUI/DUID,CARELESS DRIVING
145512,HIT & RUN,CARELESS DRIVING
145513,ACCIDENT,  
138853,HIT & RUN,RECKLESS DRIVING
145515,HIT & RUN,  
145516,HIT & RUN,FAILED TO STOP AT SIGNAL
145517,SBI,CARELESS DRIVING
136084,ACCIDENT,LANE VIOLATION
145518,ACCIDENT,FAILED TO STOP AT SIGNAL
145519,ACCIDENT,FOLLOWED TOO CLOSELY
145520,ACCIDENT,FAILED TO STOP AT SIGNAL
145521,HIT & RUN,CARELESS DRIVING
145522,ACCIDENT,CARELESS DRIVING
139887,ACCIDENT,CARELESS DRIVING
136085,ACCIDENT,FOLLOWED TOO CLOSELY
145950,HIT & RUN,IMPROPER BACKING
145523,ACCIDENT,FOLLOWED TOO CLOSELY
145526,ACCIDENT,CARELESS DRIVING
145525,ACCIDENT,FOLLOWED TOO CLOSELY
145524,ACCIDENT,FOLLOWED TOO CLOSELY
145964,HIT & RUN,CARELESS DRIVING
145527,ACCIDENT,  
145528,ACCIDENT,OTHER
145954,HIT & RUN,LANE VIOLATION
145531,ACCIDENT,FAILED TO YIELD ROW
145530,ACCIDENT,CARELESS DRIVING
145532,SBI,CARELESS DRIVING
145533,ACCIDENT,FAILED TO YIELD ROW
136450,ACCIDENT,FOLLOWED TOO CLOSELY
145535,HIT & RUN,OTHER
145534,SBI,CARELESS DRIVING
145536,ACCIDENT,FOLLOWED TOO CLOSELY
145537,ACCIDENT,FOLLOWED TOO CLOSELY
145538,ACCIDENT,CARELESS DRIVING
145945,ACCIDENT,CARELESS DRIVING
145944,ACCIDENT,FAILED TO YIELD ROW
145946,ACCIDENT,OTHER
145947,ACCIDENT,OTHER
145948,ACCIDENT,DISREGARD STOP SIGN
